Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,IMDB Votes,Content Rating,Directors,Actors,Production Company,director_movie_nominated
Gangs of New York,Alberto Grimaldi and Harvey Weinstein,Nominee,2002,167,"Crime,Drama",7.5,"418,948",R,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, Liam Neeson, John C. Reilly, Henry Thomas, Brendan Gleeson, Roger Ashton-Griffiths, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Lawrence Gilliard Jr., Cara Seymour, Peter-Hugo Daly, Cian McCormack, Dominique Vandenberg, Salvatore Billa, Gerry Robert Byrne, Brennan Caitlin, Liam Carney, Lucy Davenport, Ilaria D'Elia, John A. Gallagher, Robert Goodman, Gary McCormack, Raffaella Ponzo, Donald Stewart, Dominique Vanderberg",Miramax Films,8
The Aviator,Michael Mann and Graham King,Nominee,2004,170,"Biography,Drama",7.5,"344,901",PG-13,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin, Ian Holm, Alan Alda, Danny Huston, Gwen Stefani, Jude Law, Adam Scott, Matt Ross, Kelli Garner, Frances Conroy, Brent Spiner, Stanley DeSantis, Edward Herrmann, Willem Dafoe, Amy Sloan, Kenneth Welsh, Nellie Sciutto, J.C. MacKenzie, Vincent Laresca, Justin Shilton, Chris Ufland, Josie Maran, Rufus Wainwright, Sam Hennings",Miramax Films,8
The Departed,Graham King,Winner,2006,151,"Crime,Drama,Thriller",8.5,"1,235,906",R,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Alec Baldwin, Anthony Anderson, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Gerard McSorley, Robert Wahlberg, Kristen Dalton, J.C. MacKenzie, Mary Klug, Saurman Holzemer Peg, Robert 'Toshi' Kar Yuen Chan, Gurdeep Singh, Armen Garo, John Cenatiempo, Joseph Riccobene, Billy Smith, Lyman Chen, Kevin P. McCarthy, Chris Fischer, Brian Smyj, William Severs, Larry Mitchell, Anthony Estrella, Andrew Breving, Tracey Paleo, Douglas Crosby, Conor Donovan, Amanda Lynch, Sallie Toussaint, Patrick Coppola, Mick O'Rourke, Deborah Carlson, Nellie Sciutto, Peter Welch II, Henry Yuk, Joseph Reidy, Tom Kemp, Zachary Pauliks, Paula Demers, Buddy Dolan, Thomas B. Duffy, Paris Karounos",Warner Brothers Pictures,8
Hugo,Graham King and Martin Scorsese,Nominee,2011,126,"Drama,Family,Fantasy",7.5,"312,181",PG,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Jude Law, Frances de la Tour, Richard Griffiths, Kevin Eldon, Gulliver McGrath, Shaun Aylward, Emil Lager, Angus Barnett, Edmund Kingsley, Max Wrottesley, Marco Aponte, Ilona Cheshire, Catherine Balavage, Emily Surgent, Lily Carlson, Frederick Warder, Chrisos Lawson, Tomos James, Ed Sanders, Terence Frisch, Max Cane, Frank Bourke, Stephen Box, Ben Addis, Robert Gill",Paramount Pictures,8
The Wolf of Wall Street,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland, and Emma Tillinger Koskoff",Nominee,2013,180,"Biography,Crime,Drama",8.2,"1,257,166",R,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Joanna Lumley, Jean Dujardin, Jon Bernthal, Jon Favreau, Rob Reiner, Cristin Milioti, Christine Ebersole, Shea Whigham, Katarina Cas, P.J. Byrne, Kenneth Choi, Brian Sacca, Henry Zebrowski, Ethan Suplee, Barry Rothbart, Jake Hoffman, Mackenzie Meehan, Bo Dietl, Jon Spinogatti, Aya Cash, Rizwan Manji, Stephanie Kurtzuba, J.C. MacKenzie, Ashlie Atkinson, Thomas Middleditch, Stephen Kunken, Edward Herrmann, Jordan Belfort, Ted Griffin, Fran Lebowitz, Robert Clohessy, Natasha Newman-Thomas, Sandra Nelson, Johnnie Mae, Christina Jeffs, Sabina Maschi, Zana Markelson, Welker White, Danny Flaherty, Carla Corvo, Dustin Kerns, Ashley Blankenship, Deirdre Reimold, Madison McKinley Garton, Kerry Malloy, Frank Van Putten, Aaron Lazar, Steve Routman, Steve Witting, Charley Morgan, Michael Nathanson, Natalie Bensel, Tess Gillis, Jaclyn M. Keys, Krista Ashworth, Kathleen Fellegara, John Bernard Martin, Jamel Daniels, Dan Bittner, John Behlmann, Ward Horton, Bret Shuford, Paul Dion Monte, Ellen Sexton, Brian Tweedy, J.T. O'Connor, Steven Boyer, Danny A. Abeckaser, Tracy Friedman, Matthew Rauch, Michael Izquierdo, Donnie Keshawarz, Jonathan Tchaikovsky, Aaron Glaser, Ben Rameaka, Ben Loving, Brian Charles Johnson, Sebastian Tillinger, Chris Riggi, Dan Hunter, Meghan Rafferty, Jose Ramon Rosario, Davram Stiefler, Dan Daily, Ben Van Bergen, Matte Osian, Michael Devine, Jason Furlani, Scott Nicholson, Jeremy Bobb, Dean Auer, Tom Greer, Sharon Jones, Catherine Curtin, Victor Verhaeghe, Louis Vanaria, Lawrence Leighton Smith, Justin Anthony Long, Peter Youngblood Hills, Michael Bryan French, Paul Urcioli, Michael J. O'Hara, Ashley Springer, Zineb Oukach, Armen Garo, Emily Tremaine, Adria Baratta, Daniel Hepner, Marcos Gonzalez, Deema Aitken, Gregory Perri, Brendan Griffin, Starr Duncan, Saundra Williams, Loretta O. Booz, Shea Coleman, Giselle Eisenberg, Viki Boyle, Chris Caldovino, Chris Matsevac, Justin Yllanes, Remy Bennett, Jamie O'Connell, Garry Pastore, Hardy Winburn, Allyson Carr, Derek Milman, Jared Houseman, Lawrence Lau Kwok Cheong",Paramount Pictures,8
The Irishman,"Martin Scorsese, Robert De Niro, Jane Rosenthal, and Emma Tillinger Koskoff",Nominee,2019,209,"Biography,Crime,Drama",7.8,"349,303",R,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Jesse Plemons, Bobby Cannavale, Anna Paquin, Harvey Keitel, Ray Romano, Stephen Graham, Aleksa Palladino, Stephanie Kurtzuba, Jack Huston, Kathrine Narducci, Domenick Lombardozzi, Paul Herman, Gary Basaraba, Marin Ireland",Netflix,8
Annie Hall,Charles H. Joffe,Winner,1977,93,"Comedy,Romance",8.0,"257,550",PG,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Paul Simon, Carol Kane, Janet Margolin, Shelley Duvall, Colleen Dewhurst, Christopher Walken, Donald Symington, Helen Ludlam, Mordecai Lawner, Joan Newman, Jonathan Munk, Ruth Volner, Martin Rosenblatt, Stanley DeSantis, Hy Ansel, James MacKrell, Rashel Novikoff, Marshall McLuhan, Dick Cavett, Russell Horton, Christine Jones, May Boylan, Wendy Girard, John Doumanian, Bob Maroff, Mary Boylan, Rick Petrucelli, Chris Gampel, Dan Ruskin, John Glover, Bernie Styles, Johnny Haymer, Mark Lenard, Ved Bandbu, Laurie Bird, Jeff Goldblum, John Dennis Johnston, William Callaway, Jim McKrell, Roger Newman, Alan Landers, Jean Sarah Frost, Vince O'Brien, Humphrey Davis, Veronica Radburn, Robin Mary Paris, Charles Levin, Michael Karm, Petronia Johnson, Shaun Casey, Lou Picetti, Loretta Tupper, Tracey Walter, James Burge, Shelley Hack, Lucy Lee Flippin, Albert M. Ottenheimer, Paula Trueman, Beverly D'Angelo, David Weir, Keith Dentice, Michael J. Aronin, Susan Mellinger, Hamit Perezic, Arthur Haggerty, James Balter, Eric Scott Gould, Amy Levitar, Gary Allen, Frank Vobs, Margaretta Warwick, Gary Mule Deer, Sigourney Weaver, Walter Bernstein",United Artists,3
Hannah and Her Sisters,Robert Greenhut,Nominee,1986,107,"Comedy,Drama",7.9,"69,273",PG-13,Woody Allen,"Woody Allen, Mia Farrow, Barbara Hershey, Dianne Wiest, Michael Caine, Carrie Fisher, Lloyd Nolan, Maureen O'Sullivan, Daniel Stern, Max von Sydow, Lewis Black, The 39 Steps, Julia Louis-Dreyfus, Christian Clemenson, Julie Kavner, J.T. Walsh, John Turturro, Rusty Magee, Allen DeCheser, Artie DeCheser, Ira Wheeler, Richard Jenkins, Tracy Kennedy, Fred Melamed, Benno Schmidt, Joanna Gleason, Maria Chiara, Stephen Defluiter, Bobby Short, Rob Scott, Beverly Peer, Daisy Previn, Moses Farrow, Paul Bates, Carrotte, Mary Pappas, Bernie Leighton, Ken Costigan, Helen Miller, Leo Postrel, Susan Gordon-Clark, William Sturgis, Daniel Haber, Verno O. Hobson, John Doumanian, Fletcher Farrow Previn, Sam Waterston, Irwin Tenenbaum, Amy Greenhill, Dickson Shaw, Marje Sheridan, Ivan Kronenfeld",Orion Pictures,3
Midnight in Paris,Letty Aronson and Stephen Tenenbaum,Nominee,2011,94,"Comedy,Fantasy,Romance",7.7,"401,524",PG-13,Woody Allen,"Owen Wilson, Marion Cotillard, Rachel McAdams, Kathy Bates, Carla Bruni, Adrien Brody, Michael Sheen, Corey Stoll, Mimi Kennedy, Tom Hiddleston, Alison Pill, Kurt Fuller, Nina Arianda, Léa Seydoux, Maurice Sonnenberg",Sony Pictures,3
The Goodbye Girl,Ray Stark,Nominee,1977,111,"Comedy,Drama,Romance",7.4,"13,292",PG,Herbert Ross,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict, Barbara Rhoades, Theresa Merritt, Michael Shawn, Patricia Pearcy, Nicol Williamson, Gene Castle, Daniel Levans, Marilyn Sokol, Anita Dangler, Victoria Boothby, Robert Costanzo, Poncho Gonzales, José Carlos Machado, Hubert Kelly, Dana Laurita, David Cass Sr., Esther Sutherland, Loyita Chapel, Caprice Clarke, Clarence Felder, Kensuke Haga, Powers Boothe, Tom Everett, Ryokei Kanokogi, Janice Fuller, Ruby Holbrook, Kristina Hurrell, David Matthau, Milt Oberman, Eddie Villery, Joseph Carberry, Eric Uhler, Ray Barry, Munson Hicks, Robert Kerman, Jeanne Lange, Robert Lesser, Fred McCarren, Nicholas Mele, Maureen Moore, Joe Regalbuto, Peter Vogt, Wendy Cutler, Susan Elliott, Andy Goldberg, Paul Willson",MGM,1
The Deer Hunter,"Barry Spikings, Michael Deeley, Michael Cimino, and John Peverall",Winner,1978,183,"Drama,War",8.1,"323,543",R,Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep, Chuck Aspegren, George Dzundza, Rutanya Alda, Shirley Stoler, Pierre Segui, Mady Kaplan, Amy Wright, Mary Ann Haenel, Richard Kuss, Joe Grifasi, Christopher Colombi Jr., Victoria Karnafel, Jack Scardino, Joseph Strand, Henen Tomko, Paul D'Amato, Dennis Watlington, Charlene Darrow, Jane Colette Disko, Michael Wollet, Robert Beard, Joe Dzizmba, Stephen Kopestonsky, John F. Buchmelter III, Frank Devore, Tom Becker, Lynn Kongkham, Dale Burroughs, Parris Hicks, Chuck Aspergren",Universal Pictures,1
Heaven Can Wait,Warren Beatty,Nominee,1978,101,"Comedy,Fantasy,Romance",6.9,"19,822",PG,"Warren Beatty, Buck Henry","Warren Beatty, Julie Christie, James Mason, Jack Warden, Dyan Cannon, Charles Grodin, Buck Henry, Vincent Gardenia, Joseph Maher, Hamilton Camp, Arthur Malet, Stephanie Faracy, Jeannie Linero, Harry D.K. Wong, George J. Manos, Larry Block, Frank Campanella, Bill Sorrells, Dick Enberg, Dolph Sweet, R.G. Armstrong, Ed Peck, John Randolph, Richard O'Brien (II), Joseph F. Makel, Will Hare, Lee Weaver, Roger Bowen, Keene Curtis, William Larsen, Morgan Farley, William Bogert, Robert E. Leonard, Joel Marston, Earl Montgomery Jr., Robert C. Stevens, Bennie Massa, Peter Tomarken, Lisa Blake Richards, William Sylvester, Charlie Charles, Penelope Milford, Nick Outin, Jerry Scanlan, Jim Boeke, Marvin Fleming, Deacon Jones, Les Josephson, Jack T. Snow, Allison Caine, Charlie Cowan, Joe Corolla, Bryant Gumbel, Jim Healy, Curt Gowdy, Al DeRogatis, Elliott Reid, Byron Webster, Garrett Craig, Paul D'Amato, Robert Fortier",Paramount Pictures,1
Midnight Express,Alan Marshall and David Puttnam,Nominee,1978,121,"Biography,Crime,Drama",7.6,"76,311",R,Alan Parker,"Brad Davis, Randy Quaid, John Hurt, Mike Kellin, Bo Hopkins, Paul L. Smith, Norbert Weisser, Irene Miracle, Paolo Bonacelli, Michael Ensign, Franco Diogene, Kevork Malikyan, Mihalis Yannatos, Gigi Ballista, Tony Boyd, Peter Jeffrey, Ahmed El Shenawi, Zanninos Zanninou, Dimos Starenios",Sony Pictures,2
Mississippi Burning,Frederick Zollo and Robert F. Colesberry,Nominee,1988,128,"Crime,Drama,History",7.8,"94,171",R,Alan Parker,"Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif, R. Lee Ermey, Gailard Sartain, Stephen Tobolowsky, Michael Rooker, Pruitt Taylor Vince, Kevin Dunn, Badja Djola, Frankie Faison, Tom Mason, Geoffrey Nauffts, Rick Zieff, Howard Feuer, Gladys Greer, Jake Gipson, Dianne Lancaster, Stanley W. Collins, Daniel Winford, Marc Clement, Larry Shuler, Stephen Bridgewater, Bob Penny, James F. Moore, Park Overall, Juliet Taylor, Darius McCrary, Lou Walker, Billie Jean Young, Pat Funderburk, George Mason, Charles Franzen, Harry S. Franklin, Jesse Merle Speaks, Simeon Teague, Tonea Stewart, Rev. Harry Quick, Robert F. Colesberry, Frederick Zollo, Judy Sasser, Ralnardo Davis, Paul Saveles, Tobin Bell, Lois Allen, Daniel Chapman, Rick Washburn, Robert Glaudini, Ken Magee, E.A. Thrall, Bernice Poindexter, Brenda Dunlap, Dwight Boyd, Lannie Spann McBride, Georgia F. Wise, Barry Davis Jim Sr., John P. Fertitta, Dan Desmond, Alisa R. Patrick, Barbara Gibson, Linda Fuller, Rick Washburne, George Isbell, Ethel L. Mayes, James Arnold Mayes, Virginia Bennett, James Lloyd, Cullen Gilliland, Zeke Davidson, Mark Jeffrey Miller, Ed Geldart, Mert Hatfield, James Eric, Ron de Roxtra, Doug Jackson, Gary Moody, Robert Erickson, John Brook",Orion Pictures,2
Kramer vs. Kramer,Stanley R. Jaffe,Winner,1979,105,Drama,7.8,"138,582",PG,Robert Benton,"Dustin Hoffman, Meryl Streep, Justin Henry, Jane Alexander, Howard Duff, George Coe, JoBeth Williams, Bill Moor, Howland Chamberlain, Howland Chamberlin, Jack Ramage, Jess Osuna, Nicholas Hormann, Ellen Parker, Shelby Brammer, Carol Nadell, Judith Calder, Peter Lownds, David Gilbert, Kathleen Keller, Dan Tyra, David Golden, Petra King, Melissa Morell, Donald Gantry, Ingeborg Sorenson, Iris Alhanti, Richard Barris, Evelyn Hope Bunn, Joann Friedman, Quentin J. Hruska, Joe Seneca, Frederic W. Hand, Scott Kuney",Sony Pictures,2
Places in the Heart,Arlene Donovan,Nominee,1984,111,Drama,7.4,"11,271",PG,Robert Benton,"Sally Field, Danny Glover, John Malkovich, Lindsay Crouse, Ed Harris, Amy Madigan, Yankton Hatten, Gennie James, Lane Smith, Terry O'Quinn, Ray Baker, Bob Porter, Bert Remsen, Jay Patterson, Sharon Schaffer, Toni Hudson, De'voreaux White, Jerry Haynes, Lou Hancock, Shelby Brammer, Norma Young, Bill Thurman, Jim Gough, Cliff Brunner, Arthur Pugh, Matthew Posey, Gregg Brazzel, Lynn Covey, J.C. Quinn, Randy Fife, Robert Schenkkan, Vernon Grote, Trey Wilson, Ned Dowd, Paul Nuckles, Lynn D. Lasswell Jr., Paul Goodwin, Connie Grandell, William J. Welch, Shanna Shrum",20th Century Fox,2
Breaking Away,Peter Yates,Nominee,1979,101,"Comedy,Drama,Romance",7.7,"22,594",PG,Peter Yates,"Dennis Christopher, Barbara Barrie, Paul Dooley, Dennis Quaid, Daniel Stern, Jackie Earle Haley, Robyn Douglass, Hart Bochner, Amy Wright, P.J. Soles, Peter Maloney, John Ashton, Lisa Shure, Jennifer K. Mickel, David K. Blace, William S. Armstrong, Howard S. Wilcox, J.F. Briere, Eddy Van Guyse, Carlos Saintes, Jimmy Grant, Gail L. Horton, Woody Hueston, Jennifer F. Nolan, Nora Ringgenberry, John W. Ryan, Morris Salzman, Tom Schwoegler, Mike Silveus, Alvin E. Bailey, Harold Elgar, Robert Woolery, Russell E. Freeman, Floyd E. Todd",20th Century Fox,2
The Dresser,Peter Yates,Nominee,1983,118,Drama,7.6,"5,072",PG,Peter Yates,"Albert Finney, Tom Courtenay, Edward Fox, Zena Walker, Eileen Atkins, Michael Gough, Cathryn Harrison, Betty Marsden, Sheila Reid, Lockwood West, Donald Eccles, Christopher Atkins, Llewellyn Rees, Guy Manning, Anne Mannion, Kevin Stoney, Ann Way, John Sharp, Kathy Staff, Roger Avon, Christopher Irvin, Stuart Richman, Sandra Gough, Joe Belcher, Johnny Waxfield, Paul Luty, Lori Wells, Alan Starkey",Sony Pictures,2
Ordinary People,Ronald L. Schwary,Winner,1980,124,Drama,7.7,"49,328",R,Robert Redford,"Mary Tyler Moore, Timothy Hutton, Donald Sutherland, Judd Hirsch, Elizabeth McGovern, M. Emmet Walsh, Dinah Manoff, Fredric Lehne, James B. Sikking, Basil Hoffman, Quinn K. Redeker, Mariclare Costello, Meg Mundy, Elizabeth Hubbard, Adam Baldwin, Richard Whiting, Scott Doebler",Paramount Pictures,2
Quiz Show,"Michael Jacobs, Julian Krainin, Michael Nozik, and Robert Redford",Nominee,1994,133,"Biography,Drama,History",7.5,"66,948",PG-13,Robert Redford,"John Turturro, Ralph Fiennes, Rob Morrow, Paul Scofield, David Paymer, Hank Azaria, Christopher McDonald, Johann Carlo, Elizabeth Wilson, Allan Rich, Mira Sorvino, George Martin, Paul Guilfoyle (II), Griffin Dunne, Martin Scorsese, Barry Levinson, Ethan Hawke, Michael Mantell, Byron Jennings, Ben Shenkman, Timothy Busfield, Jack Gilpin, Bruce Altman, Joda Hershman, Ernie Sabella, Debra Monk, Mario Cantone, Shawn Batten, Timothy Britten Parker, Grace Phillips, Jerry Grayson, Scott Lucy, Matt Keeslar, Ron Scott Bertozzi, Hamilton Fish IV, Harriet Sansom Harris, Mary Shultz, Dave Wilson, Robert Caminiti, Eddie Korbich, Le Clanche Du Rand, Carole Shelley, Shawna Batten, Cornelia Ryan, Jeffrey Nordling, Gina Rice, Pat Russell, Vince O'Brien, Adam Kilgour, Richard Seff, Bill Moor, Nicholas Kepros, Barry Snider, Chuck Adamson, Joseph Attanasio, Steve Ryan, Dan Wakefield, Hamilton Fish III, Merwin Goldsmith, Illeana Douglas, Gretchen Egolf, Stephen Pearlman, Anthony Fusco, Douglas McGrath, Calista Flockhart, Alysa Shwedel, Kelly Coffield Park, Dede Pochos, Maria Radman, David Stepkin, Steve Roland, Bernie Sheredy, Joe Lisi, Reno, Neil Leifer, Caryn Krooth, Mario Contacessi, Pat Russel, Bill Cwikowski, William Fichtner, Vincent J. Burns, Katherine Turturro, Jonathan Marc Sherman, Richard Council",Buena Vista,2
Coal Miner's Daughter,Bernard Schwartz,Nominee,1980,124,"Biography,Drama,Music",7.5,"17,579",PG,Michael Apted,"Sissy Spacek, Tommy Lee Jones, Beverly D'Angelo, Levon Helm, Phyllis Boyens, Foister Dickerson, Malla McCown, Pamela McCown, Bill Anderson Jr., Kevin Salvilla, Foster Dickerson, William Sanderson, Sissy Lucas, Pat Patterson, Brian Warf, Elizabeth Watson, Robert Elkins, Bob Hannah, Ernest Tubb, David Barry Gray, Jennifer Wyatt Beasley, Jessica Beasley, J. Michael Baish, Susan Kingsley, Royce Clark, David Gray, Gary Parker, Billy Strange, Bruce Newman, Grant Turner, Frank Mitchell, Merle Kilgore, Jackie Lynn Wright, Rhonda Rhoton, David Thornhill, Billy West, Vernon Oxford, Ron Hensley, Allison Caine, Doug Bledsoe, Aubrey Wells, Russell Varner, Tommie O'Donnell, Lou Headley, Ruby Caudill, Charles Kahlenberg, Alice McGeachy, Ken Riley, Jim Webb",MCA Universal Home Video,1
The Elephant Man,Jonathan Sanger,Nominee,1980,124,"Biography,Drama",8.1,"229,693",PG,David Lynch,"John Hurt, Anthony Hopkins, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones, Michael Elphick, Hannah Gordon, Helen Ryan, John Standing, Dexter Fletcher, Lesley Dunlop, Phoebe Nicholls, Pat Gorman, Claire Davenport, Maggie Cartier, Orla Pederson, Patsy Smart, Frederick Treves, Stromboli, Lisa & Teri Scobie, Richard Hunter, James Cormack, Robert Bush, Roy Evans, Joan Rhodes, Nula Conwell, Tony London, Alfie Curtis, Bernadette Milnes, Brenda Kemper, Carole Harrison, Hugh Manning, Dennis Burgess, Fanny Carby, William Morgan Sheppard, Dierdre Costello, Kathleen Byron, Gerald Case, David Ryall, Deidre Costello, Pauline Quirke, Kenny Baker, Chris Greener, Marcus Powell, Gilda Cohen, Eiji Kusuhara, Robert Day, Patricia Hodge, Tommy Wright, Peter Davidson, John Rapley, Hugh Spight, Teresa Codling, Marion Betzold, Beryl Hicks, Victor Kravchenko, Florenzio Morgado, Caroline Haigh",Paramount Pictures,1
Chariots of Fire,David Puttnam,Winner,1981,125,"Biography,Drama,Sport",7.2,"57,292",PG,Hugh Hudson,"Ben Cross, Ian Charleson, Nigel Havers, Ian Holm, John Gielgud, Cheryl Campbell, Alice Krige, Brad Davis, Nicholas Farrell, Lindsay Anderson, Dennis Christopher, Patrick Magee, Peter Egan, Struan Rodger, Robin Pappas, David Yelland, Yves Beneyton, Daniel Gerroll, Jeremy Sinden, Gordon Hammersley, Andrew Hawkins, Richard Griffiths, John Young, Benny Young, Yvonne Gilan, Jack Smethurst, Gerry Slevin, Peter Cellier, Stephen Mallatratt, Colin Bruce, Alan Polonsky, Edward Wiley, Philip O'Brien, Ralph Lawton, Ed Wiley, John Rutland, Alan Dudley, Tommy Boyle, Kim Clifford, Wallace Campbell, Pat Doyle, David John, Teresa Dignan, Ruby Wax, Michael Jeyes, David Kivlin, Eddie Hughson, Rosy Clayton, Sarah Roache, James Usher, Leonard Mullen, Dave Turner, Gayle Grayson, Paul Howard, Garth Jones, Sue Sammon, Alan E. Lorimer, Graham Brooke, Carole Ashby, Michael Lonsdale, Linda Boyland, Nigel Davenport",20th Century Fox,1
Atlantic City,Denis Héroux,Nominee,1980,104,"Crime,Drama,Romance",7.3,"16,039",R,Louis Malle,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli, Hollis McLaren, Robert Joy, Al Waxman, Robert Goulet, Moses Znaimer, Angus MacInnes, Sean Sullivan, Wallace Shawn, Harvey Atkin, Norma Dell'Agnese, Louis Del Grande, John McCurry, Eleanor Beecroft, Cec Linder, Sean McCaan, Sean McCann, Vincent Glorioso, Adele Chatfield-Taylor, Tony Angelo, Sis Clark, Gennaro Consalvo, Lawrence McGuire, Connie Collins, John Allmond, John Burns, Ann Burns, Marie Burns, Jean Burns, Michel Legrand",Paramount Pictures,1
On Golden Pond,Bruce Gilbert,Nominee,1981,109,Drama,7.6,"29,276",PG,Mark Rydell,"Henry Fonda, Katharine Hepburn, Jane Fonda, Dabney Coleman, Doug McKeon, William Lanteau, Chris Rydell, Christopher Rydell",20th Century Fox,1
Gandhi,Richard Attenborough,Winner,1982,191,"Biography,Drama,History",8.0,"223,282",PG,Richard Attenborough,"Ben Kingsley, Candice Bergen, Trevor Howard, John Mills, Edward Fox, John Gielgud, Martin Sheen, Rohini Hattangadi, Ian Charleson, Athol Fugard, Günther Maria Halmer, Saeed Jaffrey, Geraldine James, Alyque Padamsee, Amrish Puri, Roshan Seth, Ian Bannen, Michael Bryant, John Clements, Richard Griffiths, Nigel Hawthorne, Bernard Hepton, Michael Hordern, Peter Harlowe, Jane Myerson, Shreeram Lagoo, Om Puri, Virendra Razdan, Richard Vernon, Dalip Tahil, Harsh Nayyar, Prabhakar Patankar, Vijay Kahsyap, Nigam Prakash, Supriya Pathak, Winston Ntshona, Neena Gupta, Peter Cartwright, Marius Weyers, Shane Rimmer, Anang Desai, Richard Mayes, Ken Hutchison, Alok Nath, Norman Chancer, Dean Gaspar, David Gant, Daniel Day-Lewis, Avis Bunnage, Ray Burdis, Daniel Peacock, Sunila Pradhan, Manohar Pitale, John Savident, Ernest Clark, Stewart Harwood, Pankaj Mohan, Bernard Horsfall, Stanley McGeagh, Daleep Tahil, Christopher Good, David Markham, Terrence Hardiman, Jalal Agha, John Vine, Rupert Frazer, Bernard Hill, Nana Palsikar, John Quentin, Graham Seed, Gerald Sim, Gareth Forwood, James Cossins, Geoffrey Chater, Barry John, Brian Oulton, James Snell, John Boxer, Richard Leech, David Sibley, Stanley Lebor, Terence Hardiman, Jon Croft, William Hoyland, John Ratzenberger, Charubala Chokshi, Jack McKenzie",Columbia Pictures,1
